2011/01/04,1894,1906,1894,1897,87500,1897
2011/01/05,1902,1904,1895,1896,55300,1896
2011/01/06,1900,1904,1897,1900,64900,1900
2011/01/07,1903,1918,1902,1910,107400,1910
2011/01/11,1919,1923,1912,1919,71300,1919
2011/01/12,1913,1913,1885,1886,224100,1886
2011/01/13,1898,1900,1889,1899,117700,1899
2011/01/14,1900,1905,1892,1900,100700,1900
2011/01/17,1902,1911,1899,1907,95000,1907
2011/01/18,1908,1908,1900,1900,78700,1900
2011/01/19,1901,1910,1893,1909,90600,1909
2011/01/20,1905,1908,1897,1903,76000,1903
2011/01/21,1904,1906,1886,1886,126800,1886
2011/01/24,1891,1903,1889,1902,83800,1902
2011/01/25,1903,1920,1893,1915,117400,1915
2011/01/26,1917,1924,1911,1922,93400,1922
2011/01/27,1917,1928,1901,1921,140600,1921
2011/01/28,1915,1917,1896,1897,94300,1897
2011/01/31,1895,1896,1886,1888,52600,1888
2011/02/01,1890,1900,1882,1894,78900,1894
2011/02/02,1894,1903,1894,1899,52600,1899
2011/02/03,1898,1898,1888,1896,58300,1896
2011/02/04,1906,1913,1898,1910,146800,1910
2011/02/07,1911,1911,1894,1901,173000,1901
2011/02/08,1906,1907,1896,1899,98400,1899
2011/02/09,1900,1901,1885,1887,159500,1887
2011/02/10,1887,1893,1879,1880,228300,1880
2011/02/14,1894,1908,1891,1905,148400,1905
2011/02/15,1905,1905,1900,1904,63300,1904
2011/02/16,1905,1905,1892,1893,93000,1893
2011/02/17,1901,1908,1894,1908,84200,1908
2011/02/18,1909,1912,1905,1908,63100,1908
2011/02/21,1905,1906,1894,1894,142100,1894
2011/02/22,1893,1896,1890,1891,104600,1891
2011/02/23,1885,1896,1885,1887,55700,1887
2011/02/24,1888,1891,1880,1880,98600,1880
2011/02/25,1876,1890,1870,1887,79500,1887
2011/02/28,1894,1895,1886,1892,106200,1892
2011/03/01,1897,1904,1895,1898,93500,1898
2011/03/02,1902,1902,1886,1886,78700,1886
2011/03/03,1886,1897,1886,1888,98400,1888
2011/03/04,1894,1903,1891,1895,53500,1895
