2011/01/04,10420,10490,10400,10460,109470,10460
2011/01/05,10460,10490,10440,10440,99990,10440
2011/01/06,10570,10610,10570,10600,325840,10600
2011/01/07,10590,10630,10580,10620,68020,10620
2011/01/11,10550,10620,10540,10580,52780,10580
2011/01/12,10630,10660,10580,10600,83880,10600
2011/01/13,10670,10700,10640,10660,46480,10660
2011/01/14,10640,10660,10570,10580,89160,10580
2011/01/17,10650,10650,10570,10570,99840,10570
2011/01/18,10550,10620,10540,10580,27490,10580
2011/01/19,10640,10650,10610,10650,85400,10650
2011/01/20,10580,10590,10500,10510,83670,10510
2011/01/21,10540,10540,10330,10360,267430,10360
2011/01/24,10390,10430,10360,10410,79490,10410
2011/01/25,10450,10560,10430,10550,124970,10550
2011/01/26,10490,10510,10470,10480,52560,10480
2011/01/27,10530,10570,10500,10540,153150,10540
2011/01/28,10550,10550,10410,10440,102490,10440
2011/01/31,10300,10340,10260,10300,92710,10300
2011/02/01,10350,10370,10320,10350,29270,10350
2011/02/02,10440,10560,10440,10540,172890,10540
2011/02/03,10490,10520,10490,10520,49470,10520
2011/02/04,10610,10660,10610,10620,116080,10620
2011/02/07,10720,10730,10650,10660,118590,10660
2011/02/08,10730,10730,10700,10710,39420,10710
2011/02/09,10760,10780,10670,10690,65870,10690
2011/02/10,10670,10700,10640,10690,57650,10690
2011/02/14,10750,10810,10750,10810,83210,10810
2011/02/15,10810,10840,10790,10810,85730,10810
2011/02/16,10830,10920,10830,10870,170360,10870
2011/02/17,10950,10970,10900,10920,103630,10920
2011/02/18,10900,10940,10890,10940,67340,10940
2011/02/21,10900,10940,10870,10940,52060,10940
2011/02/22,10830,10840,10710,10750,187860,10750
2011/02/23,10670,10750,10640,10670,87870,10670
2011/02/24,10610,10630,10510,10550,276170,10550
2011/02/25,10550,10610,10530,10580,79000,10580
2011/02/28,10590,10710,10530,10700,135580,10700
2011/03/01,10760,10830,10750,10810,105780,10810
2011/03/02,10680,10710,10570,10580,111060,10580
2011/03/03,10620,10680,10600,10660,53860,10660
2011/03/04,10820,10850,10740,10770,161420,10770
