2011/01/04,10490,10560,10470,10530,246920,10530
2011/01/05,10540,10570,10510,10540,150570,10540
2011/01/06,10650,10680,10640,10680,209180,10680
2011/01/07,10660,10700,10650,10690,168760,10690
2011/01/11,10630,10690,10630,10670,110490,10670
2011/01/12,10720,10730,10650,10650,178380,10650
2011/01/13,10750,10780,10720,10740,122060,10740
2011/01/14,10730,10730,10650,10670,134420,10670
2011/01/17,10720,10720,10630,10660,175040,10660
2011/01/18,10630,10690,10600,10670,109450,10670
2011/01/19,10710,10730,10680,10710,144540,10710
2011/01/20,10660,10660,10570,10590,163210,10590
2011/01/21,10630,10630,10400,10410,324470,10410
2011/01/24,10460,10500,10420,10480,281060,10480
2011/01/25,10520,10630,10500,10620,199500,10620
2011/01/26,10570,10600,10540,10560,69980,10560
2011/01/27,10630,10640,10570,10630,95320,10630
2011/01/28,10620,10630,10480,10520,172340,10520
2011/01/31,10370,10420,10320,10400,249390,10400
2011/02/01,10440,10450,10390,10420,149910,10420
2011/02/02,10510,10630,10510,10610,337010,10610
2011/02/03,10570,10600,10560,10580,86180,10580
2011/02/04,10680,10730,10680,10710,557820,10710
2011/02/07,10800,10820,10730,10750,249850,10750
2011/02/08,10800,10810,10780,10780,93520,10780
2011/02/09,10830,10850,10760,10760,205190,10760
2011/02/10,10750,10780,10720,10760,276340,10760
2011/02/14,10830,10880,10820,10880,209750,10880
2011/02/15,10890,10910,10870,10910,149770,10910
2011/02/16,10920,11000,10910,10960,154860,10960
2011/02/17,11030,11050,10970,10990,478560,10990
2011/02/18,10990,11020,10960,11010,646480,11010
2011/02/21,10980,11010,10940,11000,330590,11000
2011/02/22,10890,10920,10790,10830,325740,10830
2011/02/23,10740,10820,10720,10740,241630,10740
2011/02/24,10700,10700,10580,10610,649800,10610
2011/02/25,10640,10690,10610,10680,315250,10680
2011/02/28,10660,10790,10600,10780,358810,10780
2011/03/01,10840,10910,10830,10910,155510,10910
2011/03/02,10770,10780,10650,10650,378790,10650
2011/03/03,10690,10750,10680,10740,460520,10740
2011/03/04,10900,10930,10820,10850,424180,10850
