2011/01/04,10420,10450,10370,10430,2680,10430
2011/01/05,10410,10450,10400,10430,1010,10430
2011/01/06,10530,10560,10530,10560,940,10560
2011/01/07,10560,10570,10560,10570,570,10570
2011/01/11,10520,10580,10520,10550,800,10550
2011/01/12,10600,10600,10560,10560,230,10560
2011/01/13,10650,10650,10610,10630,430,10630
2011/01/14,10640,10640,10560,10560,920,10560
2011/01/17,10590,10590,10510,10540,150,10540
2011/01/18,10520,10590,10500,10570,620,10570
2011/01/19,10590,10610,10540,10540,2000,10540
2011/01/20,10480,10510,10460,10460,1390,10460
2011/01/21,10520,10520,10300,10310,2500,10310
2011/01/24,10350,10370,10320,10370,1060,10370
2011/01/25,10400,10510,10400,10500,1030,10500
2011/01/26,10480,10480,10440,10460,220,10460
2011/01/27,10490,10520,10490,10520,340,10520
2011/01/28,10490,10490,10370,10410,390,10410
2011/01/31,10250,10410,10230,10280,1060,10280
2011/02/01,10330,10340,10280,10300,590,10300
2011/02/02,10420,10530,10420,10480,620,10480
2011/02/03,10450,10480,10440,10440,9850,10440
2011/02/04,10560,10620,10560,10580,8550,10580
2011/02/07,10680,10700,10620,10640,2020,10640
2011/02/08,10670,10690,10650,10690,2860,10690
2011/02/09,10720,10730,10640,10640,580,10640
2011/02/10,10610,10650,10610,10650,850,10650
2011/02/14,10680,10770,10680,10750,2480,10750
2011/02/15,10780,10790,10750,10780,700,10780
2011/02/16,10800,10870,10800,10830,1350,10830
2011/02/17,10880,10920,10870,10880,2060,10880
2011/02/18,10890,10910,10850,10890,7490,10890
2011/02/21,10850,10910,10830,10910,2770,10910
2011/02/22,10790,10800,10680,10730,2440,10730
2011/02/23,10630,10700,10610,10620,2860,10620
2011/02/24,10600,10600,10480,10500,2840,10500
2011/02/25,10520,10580,10510,10570,1260,10570
2011/02/28,10530,10680,10500,10650,2110,10650
2011/03/01,10710,10780,10710,10760,960,10760
2011/03/02,10660,10660,10540,10540,1630,10540
2011/03/03,10560,10630,10560,10630,830,10630
2011/03/04,10780,10810,10720,10740,1650,10740
