2011/01/04,1977,2000,1977,2000,1310,2000
2011/01/05,2020,2020,2012,2020,2070,2020
2011/01/06,2070,2075,2065,2075,1100,2075
2011/01/07,2071,2182,2071,2150,3630,2150
2011/01/11,2150,2150,2027,2088,2240,2088
2011/01/12,2075,2075,2055,2062,440,2062
2011/01/13,2075,2140,2075,2140,860,2140
2011/01/14,2111,2115,2011,2081,1570,2081
2011/01/17,2145,2150,2090,2139,1010,2139
2011/01/18,2140,2175,2105,2110,1820,2110
2011/01/19,2117,2127,2102,2102,150,2102
2011/01/20,2100,2100,2090,2098,620,2098
2011/01/21,2090,2090,2051,2055,520,2055
2011/01/24,2044,2050,2027,2049,660,2049
2011/01/25,2045,2078,2035,2046,1500,2046
2011/01/26,2079,2083,2050,2083,700,2083
2011/01/27,2083,2086,2050,2080,1840,2080
2011/01/28,2080,2100,2056,2090,1000,2090
2011/01/31,2046,2059,2026,2045,830,2045
2011/02/01,2051,2051,2046,2046,130,2046
2011/02/02,2050,2051,2050,2050,280,2050
2011/02/03,2046,2046,2046,2046,10,2046
2011/02/04,2046,2054,2045,2045,50,2045
2011/02/07,2055,2081,2043,2058,910,2058
2011/02/08,2079,2079,2058,2058,480,2058
2011/02/09,2081,2081,2055,2061,60,2061
2011/02/10,2066,2066,2043,2043,200,2043
2011/02/14,2037,2038,2007,2038,1170,2038
2011/02/15,2038,2039,2023,2030,630,2030
2011/02/16,2035,2035,2010,2010,200,2010
2011/02/17,2010,2010,1999,2000,880,2000
2011/02/18,2028,2030,2003,2030,800,2030
2011/02/21,2045,2045,2025,2025,1560,2025
2011/02/22,2015,2015,1951,1985,2240,1985
2011/02/23,1976,1994,1960,1965,730,1965
2011/02/24,1950,1979,1950,1965,1990,1965
2011/02/25,1954,1965,1930,1965,1530,1965
2011/02/28,1970,1970,1930,1933,890,1933
2011/03/01,1943,1947,1943,1947,40,1947
2011/03/02,1948,1948,1913,1913,910,1913
2011/03/03,1913,1937,1913,1937,940,1937
2011/03/04,1945,2000,1945,2000,2290,2000
